gender,degree,stream,ssc_p,hsc_p,cgpa,workex,coding_skills,communication_skills,analytical_skills,domain_knowledge,projects,internships,certifications,placed_status,placed_sector,placed_role,salary_lpa
F,BBA,General Management,74.44,79.4,8.37,Yes,2.3,6.9,7.2,8.4,1,0,1,Placed,Consulting,Operations Analyst,9.91
M,MBA,Human Resources,78.16,62.39,7.32,No,2.9,6.2,6.7,8.6,2,0,0,Placed,Finance,Risk Associate,6.19
M,B.Tech,Information Technology,76.02,75.71,7.88,No,7.4,8.2,7.2,5.6,2,2,1,Placed,Consulting,Strategy Consultant,9.38
F,B.Com,Accounting & Finance,80.4,71.18,6.2,No,1.0,8.0,6.7,7.1,2,0,0,Placed,Consulting,Business Analyst,8.79
M,BCA,Computer Applications,59.81,73.92,9.02,No,7.0,8.5,6.5,6.0,2,0,2,Placed,Consulting,Business Analyst,9.01
F,BBA,Finance,67.72,71.37,4.16,Yes,3.0,4.8,7.0,7.8,2,1,1,Not Placed,Not Placed,None,
F,B.Com,Accounting & Finance,60.6,81.9,7.4,No,1.1,5.3,6.3,5.6,2,2,2,Placed,Consulting,Operations Analyst,5.67
M,B.Com,Accounting & Finance,66.14,73.46,8.87,Yes,4.6,8.2,7.5,6.3,2,1,0,Placed,Consulting,Business Analyst,11.45
F,B.Com,General Commerce,80.15,69.38,5.86,No,3.1,5.6,4.4,7.9,0,0,2,Placed,Finance,Tax Consultant,5.86
F,B.Tech,Electronics,71.08,80.42,7.98,No,3.6,4.2,10.0,6.7,2,0,0,Placed,Core Engineering,Graduate Engineer Trainee,5.32
M,BCA,Computer Applications,96.07,72.33,6.68,Yes,9.7,7.3,7.8,4.3,2,1,1,Placed,Tech,Web Developer,15.28
M,MBA,Marketing,71.93,71.21,7.06,No,1.9,5.7,3.8,7.3,2,0,0,Placed,Consulting,Strategy Consultant,4.68
M,MBA,Human Resources,70.6,73.14,8.64,No,2.5,9.2,6.2,5.7,1,0,1,Placed,Consulting,Business Analyst,9.35
M,B.Tech,Computer Science,71.06,69.06,7.74,Yes,7.3,6.9,6.2,5.5,3,0,0,Placed,Tech,Web Developer,11.64
M,B.Tech,Information Technology,63.62,70.09,5.06,No,8.0,6.7,7.1,6.7,2,0,3,Placed,Tech,Software Engineer,10.99
M,B.Tech,Computer Science,69.42,64.13,6.33,No,7.6,5.9,5.0,4.1,3,0,2,Placed,Tech,Software Engineer,10.8
F,B.Com,Accounting & Finance,81.28,62.49,8.67,Yes,2.1,8.9,5.3,7.0,1,1,2,Placed,Consulting,Strategy Consultant,9.96
M,BBA,Marketing,71.14,60.01,8.04,Yes,1.8,7.0,6.3,6.4,0,2,1,Placed,Consulting,Operations Analyst,9.16
M,B.Tech,Computer Science,62.07,56.08,9.6,No,6.8,5.9,5.4,4.4,1,1,3,Placed,Tech,Data Analyst,13.78
F,BCA,Computer Applications,60.75,61.2,9.52,No,7.3,5.3,5.2,9.2,2,2,0,Placed,Tech,Web Developer,15.46
M,BBA,Finance,65.5,68.26,7.09,No,3.9,6.4,7.4,7.8,1,0,1,Not Placed,Not Placed,None,
F,B.Com,Accounting & Finance,70.74,71.03,10.0,No,3.0,5.0,8.8,9.0,1,1,0,Placed,Finance,Risk Associate,8.8
M,BCA,Computer Applications,81.94,67.29,7.53,No,7.2,8.0,7.2,5.3,4,2,1,Placed,Consulting,Business Analyst,9.26
M,B.Sc,Computer Science,56.6,46.44,6.34,No,4.2,3.8,7.7,6.8,1,0,0,Not Placed,Not Placed,None,
M,BCA,Computer Applications,66.8,85.75,6.74,No,7.9,6.3,6.2,4.3,4,2,1,Placed,Tech,Software Engineer,13.57
F,B.Tech,Computer Science,71.44,80.86,4.79,No,7.3,7.4,6.6,3.5,1,1,1,Placed,Tech,Software Engineer,10.98
M,B.Sc,Mathematics,51.66,74.46,9.43,Yes,5.6,7.0,8.2,5.8,1,1,1,Not Placed,Not Placed,None,
F,B.Com,Accounting & Finance,61.66,89.07,9.41,No,2.0,5.4,6.5,6.3,1,0,1,Placed,Consulting,Strategy Consultant,5.93
M,BBA,Marketing,63.2,60.23,6.28,No,3.0,7.5,5.6,7.3,2,0,0,Placed,Consulting,Business Analyst,7.09
M,B.Sc,Mathematics,62.04,88.88,7.23,No,1.0,5.2,5.8,5.6,1,0,2,Not Placed,Not Placed,None,
M,B.Com,Accounting & Finance,71.92,60.35,7.61,No,4.1,6.5,8.9,8.4,1,0,0,Placed,Finance,Financial Analyst,8.92
F,B.Tech,Mechanical,68.39,72.39,6.35,No,1.0,7.5,8.4,6.7,1,2,0,Not Placed,Not Placed,None,
F,BCA,Computer Applications,64.45,57.26,5.39,No,7.7,7.2,4.4,4.8,2,2,1,Placed,Tech,Software Engineer,12.61
M,B.Tech,Civil,74.28,70.15,7.25,No,5.1,5.5,8.0,8.0,2,0,0,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,87.23,73.86,7.11,No,7.8,8.3,7.7,4.8,3,0,1,Placed,Consulting,Operations Analyst,10.02
M,B.Com,Accounting & Finance,86.39,68.45,7.03,Yes,7.0,6.6,8.3,8.0,0,0,1,Placed,Finance,Risk Associate,10.87
M,MBA,Marketing,50.77,77.14,7.77,No,3.8,7.6,7.1,7.6,2,0,2,Placed,Consulting,Business Analyst,8.69
M,B.Tech,Computer Science,75.77,70.99,9.22,No,7.6,8.8,6.4,4.9,2,0,2,Placed,Consulting,Strategy Consultant,9.23
F,MCA,Computer Applications,68.22,64.78,7.14,No,6.6,8.2,8.2,6.3,3,2,2,Placed,Consulting,Strategy Consultant,10.39
F,BBA,Human Resources,71.55,64.33,7.7,No,5.2,8.2,7.5,7.9,1,0,1,Placed,Consulting,Business Analyst,9.73
M,B.Tech,Computer Science,66.02,78.11,8.37,No,7.5,6.8,9.9,5.2,3,1,3,Placed,Tech,Web Developer,13.57
M,B.Sc,Biotech,71.18,63.46,8.16,Yes,2.6,7.7,7.9,3.3,1,0,0,Placed,Consulting,Business Analyst,11.43
F,B.Com,General Commerce,71.51,79.15,6.76,No,2.3,6.8,6.7,6.6,2,0,0,Not Placed,Not Placed,None,
F,B.Sc,Computer Science,64.21,82.23,7.62,No,5.7,4.7,4.7,4.6,1,0,1,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,61.04,53.31,8.16,No,6.7,7.0,5.6,6.2,2,1,1,Not Placed,Not Placed,None,
M,MCA,Computer Applications,65.51,81.33,6.15,No,7.6,6.9,4.3,5.7,2,2,1,Placed,Tech,Web Developer,12.6
M,B.Com,Accounting & Finance,72.34,90.6,9.02,No,4.5,7.4,7.8,6.6,0,0,0,Not Placed,Not Placed,None,
M,B.Sc,Computer Science,75.99,72.52,9.22,No,3.8,6.3,7.9,6.3,0,0,0,Placed,Consulting,Business Analyst,8.2
M,B.Tech,Information Technology,78.53,75.99,6.63,No,6.6,5.4,6.5,6.8,3,1,1,Not Placed,Not Placed,None,
M,B.Com,Accounting & Finance,65.06,80.37,7.73,No,2.5,7.5,7.0,7.0,2,0,0,Not Placed,Not Placed,None,
F,B.Tech,Computer Science,72.84,67.25,8.27,No,7.6,4.5,7.0,8.4,1,1,0,Placed,Tech,Software Engineer,13.65
M,B.Com,General Commerce,79.63,71.82,6.85,No,1.7,8.7,5.9,7.3,0,1,0,Placed,Consulting,Strategy Consultant,8.58
M,B.Tech,Electronics,81.66,56.86,8.08,No,8.2,6.2,6.6,6.2,2,1,0,Placed,Tech,Data Analyst,14.41
M,MBA,Business Analytics,69.41,71.39,7.7,No,3.3,6.9,7.0,6.4,0,0,0,Placed,Consulting,Business Analyst,7.91
F,MCA,Computer Applications,67.79,74.98,5.74,No,7.1,7.3,6.7,7.2,3,1,1,Placed,Tech,Software Engineer,10.62
F,B.Tech,Computer Science,71.91,75.16,8.05,No,6.0,7.4,6.7,5.0,3,0,1,Placed,Consulting,Business Analyst,8.11
M,B.Tech,Information Technology,58.5,80.65,6.18,No,4.5,4.4,5.3,5.3,4,0,0,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,68.06,62.25,8.63,No,7.0,7.7,5.9,5.0,1,1,2,Not Placed,Not Placed,None,
F,BBA,Marketing,77.45,64.67,6.69,Yes,1.5,7.0,9.9,6.3,1,2,1,Placed,Consulting,Operations Analyst,12.64
M,MBA,Human Resources,76.42,88.96,7.31,No,3.9,5.5,8.3,8.5,2,2,0,Placed,Finance,Risk Associate,8.21
M,MCA,Computer Applications,67.3,68.5,9.15,Yes,8.5,5.4,4.3,6.9,2,1,0,Not Placed,Not Placed,None,
M,MCA,Computer Applications,72.18,72.0,8.1,No,9.9,6.0,2.9,6.9,4,1,0,Placed,Tech,Software Engineer,17.02
M,B.Com,Accounting & Finance,61.75,69.33,6.2,No,4.5,4.6,7.3,4.7,0,1,1,Placed,Finance,Risk Associate,8.22
M,BBA,Finance,77.03,61.78,6.28,No,1.0,9.1,8.0,7.4,2,0,0,Placed,Consulting,Strategy Consultant,11.04
F,B.Sc,Computer Science,69.22,86.24,6.78,No,6.6,8.7,5.7,5.3,0,0,0,Placed,Consulting,Business Analyst,8.45
F,MCA,Computer Applications,67.24,64.72,7.97,Yes,9.1,7.2,8.0,4.3,2,0,1,Placed,Tech,Software Engineer,14.59
M,MCA,Computer Applications,66.38,58.73,7.93,No,6.5,6.2,6.6,6.1,2,1,2,Placed,Tech,Data Analyst,11.69
F,B.Com,Accounting & Finance,69.37,65.49,6.49,No,4.3,6.2,7.4,7.8,0,0,0,Placed,Finance,Financial Analyst,7.11
M,B.Tech,Civil,65.52,49.98,6.1,No,3.8,7.6,7.6,4.3,2,1,1,Placed,Consulting,Strategy Consultant,9.27
M,B.Sc,Mathematics,76.58,63.49,7.84,No,2.3,9.1,5.7,5.4,1,0,2,Not Placed,Not Placed,None,
M,MCA,Computer Applications,66.05,60.32,7.28,No,8.2,5.6,6.1,6.9,2,0,1,Placed,Tech,Web Developer,12.6
F,B.Com,Accounting & Finance,85.93,76.17,10.0,No,3.9,4.8,6.3,7.6,0,1,1,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,84.65,63.27,7.54,No,8.3,8.8,6.5,8.0,2,0,0,Placed,Consulting,Operations Analyst,9.27
M,B.Sc,Computer Science,61.08,78.88,9.68,No,8.7,3.8,9.4,4.2,2,0,1,Placed,Tech,Cloud Associate,15.69
F,BCA,Computer Applications,70.7,83.98,6.1,No,8.4,5.0,7.5,7.5,4,1,1,Placed,Tech,Software Engineer,12.66
F,B.Sc,Computer Science,63.49,77.81,5.61,Yes,6.1,6.1,7.4,7.9,1,0,0,Not Placed,Not Placed,None,
F,B.Tech,Electronics,66.73,67.85,6.16,No,7.5,4.2,6.4,7.9,1,0,1,Placed,Core Engineering,Site Engineer,5.85
M,B.Sc,Physics,90.02,71.41,8.93,No,3.5,8.2,7.8,4.2,2,0,0,Placed,Consulting,Strategy Consultant,9.98
M,B.Sc,Mathematics,66.92,54.75,9.61,Yes,4.9,7.8,6.0,7.0,0,0,2,Placed,Consulting,Operations Analyst,9.6
M,B.Sc,Mathematics,73.6,68.66,6.56,No,5.1,5.6,6.9,5.5,0,0,1,Placed,Consulting,Business Analyst,6.56
M,B.Sc,Biotech,75.41,61.4,6.95,No,5.3,8.4,5.1,4.4,2,2,0,Placed,Consulting,Operations Analyst,7.54
F,B.Com,Accounting & Finance,59.99,76.94,6.1,No,1.0,8.7,5.1,5.9,0,0,2,Placed,Consulting,Business Analyst,7.77
M,BBA,Marketing,61.45,95.73,5.33,No,3.1,6.3,6.9,8.9,0,0,1,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,57.94,75.0,8.36,Yes,8.6,5.8,9.5,7.9,1,0,2,Placed,Tech,Web Developer,14.21
F,BBA,Human Resources,61.14,50.09,7.77,No,5.0,9.9,10.0,8.0,2,0,0,Placed,Consulting,Operations Analyst,13.89
M,BCA,Computer Applications,45.0,66.39,7.51,No,10.0,7.6,7.6,4.8,1,1,3,Placed,Tech,Software Engineer,16.5
M,B.Tech,Computer Science,75.45,71.22,5.82,No,6.5,6.9,6.6,5.4,3,0,1,Not Placed,Not Placed,None,
F,B.Tech,Mechanical,90.54,70.87,9.47,No,6.2,8.5,5.1,7.2,1,0,2,Not Placed,Not Placed,None,
F,B.Tech,Mechanical,71.48,62.69,6.9,Yes,2.8,7.0,7.9,8.0,2,0,0,Placed,Core Engineering,Graduate Engineer Trainee,6.38
F,B.Com,Accounting & Finance,55.84,72.45,8.14,No,3.0,5.7,7.0,7.7,1,0,1,Placed,Finance,Investment Banking Analyst,7.76
M,B.Com,Accounting & Finance,63.57,57.57,5.75,No,3.7,6.6,6.9,8.2,1,0,1,Placed,Finance,Tax Consultant,7.64
M,B.Com,Accounting & Finance,65.41,60.55,7.27,No,3.5,8.1,9.6,6.6,0,0,2,Placed,Finance,Risk Associate,12.13
F,BCA,Computer Applications,59.82,76.46,7.85,No,8.2,3.5,5.3,6.1,4,0,1,Placed,Tech,Software Engineer,13.09
M,MCA,Computer Applications,78.6,59.84,7.89,No,8.5,6.1,5.1,3.8,3,0,1,Not Placed,Not Placed,None,
M,B.Tech,Electronics,78.1,75.38,7.69,No,7.5,8.6,6.1,8.4,2,0,1,Placed,Core Engineering,Graduate Engineer Trainee,6.75
F,B.Tech,Computer Science,58.45,56.31,8.09,No,7.1,5.7,7.7,5.8,2,2,1,Placed,Tech,Data Analyst,13.67
M,MCA,Computer Applications,77.25,87.65,6.14,No,6.1,8.8,7.3,8.8,2,2,3,Placed,Consulting,Operations Analyst,10.15
F,B.Tech,Information Technology,85.27,62.26,7.74,No,7.8,8.6,5.2,6.8,2,0,1,Placed,Consulting,Business Analyst,7.78
M,B.Tech,Information Technology,89.03,67.76,7.64,Yes,8.9,6.4,7.6,9.5,2,1,2,Placed,Tech,QA Engineer,14.95
M,B.Sc,Biotech,98.65,73.31,7.78,No,1.0,5.6,4.7,7.4,0,1,2,Not Placed,Not Placed,None,
M,B.Com,General Commerce,60.98,64.35,7.59,No,4.1,6.1,5.2,7.4,1,0,2,Not Placed,Not Placed,None,
F,MBA,Business Analytics,98.24,71.43,5.97,No,3.8,10.0,10.0,10.0,0,1,0,Placed,Finance,Risk Associate,10.2
M,MBA,Marketing,66.46,75.75,5.92,Yes,1.0,9.3,5.7,8.0,1,1,1,Placed,Marketing & HR,Sales Associate,10.0
M,B.Sc,Physics,64.08,79.61,4.84,Yes,2.4,6.7,7.8,5.2,1,1,0,Placed,Consulting,Business Analyst,10.32
F,MCA,Computer Applications,73.27,77.91,8.48,No,9.2,5.6,6.9,5.9,2,2,0,Placed,Tech,Software Engineer,17.22
F,B.Sc,Mathematics,64.18,68.28,8.49,No,4.3,6.7,9.1,4.4,1,1,1,Placed,Consulting,Business Analyst,9.82
F,B.Com,Accounting & Finance,73.99,68.53,8.51,No,1.4,6.9,7.1,7.7,1,0,1,Not Placed,Not Placed,None,
M,B.Tech,Information Technology,56.8,93.49,7.87,No,5.0,4.6,6.3,6.9,3,2,1,Placed,Tech,Web Developer,10.41
M,MCA,Computer Applications,67.61,79.5,4.94,No,7.3,6.6,8.3,5.0,3,0,1,Not Placed,Not Placed,None,
F,BBA,General Management,82.86,60.78,6.27,No,1.0,8.5,6.4,6.7,1,0,0,Not Placed,Not Placed,None,
F,MCA,Computer Applications,69.43,71.0,7.7,No,6.4,3.8,8.7,6.6,1,1,0,Placed,Tech,Software Engineer,11.28
M,B.Sc,Physics,71.42,66.65,7.66,No,1.0,7.7,7.3,5.3,1,1,1,Placed,Consulting,Operations Analyst,9.05
M,B.Sc,Computer Science,74.75,68.65,7.23,No,4.9,8.6,3.0,4.1,1,0,0,Placed,Consulting,Business Analyst,7.56
F,B.Tech,Computer Science,81.71,57.71,7.94,No,7.2,5.7,8.3,6.6,2,0,3,Not Placed,Not Placed,None,
M,MCA,Computer Applications,53.45,65.88,7.51,No,7.0,9.0,7.9,6.1,3,2,0,Placed,Consulting,Business Analyst,10.91
F,B.Tech,Civil,75.85,88.12,7.64,No,3.5,5.5,7.9,8.0,2,0,1,Not Placed,Not Placed,None,
M,B.Tech,Mechanical,67.32,75.79,6.73,Yes,3.5,7.2,3.6,7.9,0,0,1,Not Placed,Not Placed,None,
M,B.Tech,Civil,71.67,45.09,8.68,No,1.6,6.0,5.5,5.8,0,1,0,Placed,Core Engineering,Site Engineer,3.64
F,BBA,General Management,80.6,82.17,6.98,No,3.7,6.0,5.6,6.4,1,0,1,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,58.06,80.9,5.9,Yes,7.1,5.6,5.2,7.2,3,1,1,Placed,Tech,Web Developer,10.66
M,BCA,Computer Applications,59.87,66.41,6.57,No,10.0,7.5,9.1,6.1,3,1,1,Placed,Tech,Data Analyst,15.57
M,B.Tech,Electronics,50.65,77.17,7.08,No,6.5,7.8,6.5,6.7,1,0,1,Not Placed,Not Placed,None,
M,MBA,Finance,64.51,61.41,8.69,No,6.5,6.4,7.3,4.4,1,0,1,Placed,Consulting,Strategy Consultant,7.68
F,B.Tech,Information Technology,83.3,65.3,7.45,No,6.3,4.5,7.3,4.4,2,0,1,Placed,Tech,Software Engineer,9.88
F,MCA,Computer Applications,68.79,84.99,7.28,Yes,6.9,7.1,7.4,6.7,3,1,2,Placed,Consulting,Strategy Consultant,10.26
F,BBA,Finance,56.6,67.28,6.0,No,1.3,7.1,8.1,7.8,0,0,2,Not Placed,Not Placed,None,
M,BBA,Finance,65.14,51.3,8.44,Yes,3.1,6.2,6.5,8.4,1,0,0,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,55.12,69.37,6.72,No,7.7,9.3,4.4,5.4,1,2,2,Placed,Consulting,Business Analyst,8.3
M,BBA,Finance,58.75,69.21,7.38,Yes,5.3,4.2,6.4,6.0,0,0,1,Not Placed,Not Placed,None,
F,BCA,Computer Applications,73.89,81.98,9.28,No,7.9,3.2,6.1,9.0,2,2,1,Placed,Tech,Software Engineer,16.19
F,BCA,Computer Applications,58.26,70.14,8.11,No,8.4,5.4,6.5,8.3,3,1,1,Placed,Tech,Data Analyst,14.72
F,B.Tech,Computer Science,81.13,65.78,5.55,No,6.5,7.6,3.4,1.6,2,2,1,Not Placed,Not Placed,None,
M,B.Tech,Electronics,69.29,80.45,5.38,Yes,3.2,4.9,6.0,8.2,1,0,2,Not Placed,Not Placed,None,
M,B.Com,Accounting & Finance,70.86,71.21,7.42,No,1.0,5.0,7.1,5.9,2,2,1,Placed,Consulting,Business Analyst,6.1
M,BCA,Computer Applications,67.22,62.5,6.04,No,6.1,7.9,8.6,5.4,3,2,3,Placed,Consulting,Strategy Consultant,10.54
M,MCA,Computer Applications,77.73,81.55,8.28,No,9.1,7.2,7.6,5.0,1,0,1,Placed,Tech,Software Engineer,14.91
M,B.Com,Accounting & Finance,77.83,71.94,7.55,No,3.1,7.1,8.0,7.0,2,0,0,Placed,Consulting,Operations Analyst,9.05
F,B.Com,Accounting & Finance,73.35,70.03,7.7,No,4.1,7.7,6.7,6.1,1,0,2,Not Placed,Not Placed,None,
M,B.Tech,Electronics,75.65,71.78,6.65,No,7.5,5.9,7.6,4.8,3,0,0,Placed,Tech,Software Engineer,10.88
M,B.Sc,Mathematics,67.88,59.29,9.59,Yes,2.9,5.9,6.3,4.5,1,0,0,Placed,Consulting,Business Analyst,8.06
M,B.Tech,Electronics,75.42,64.72,10.0,Yes,6.7,7.7,3.5,4.9,1,0,1,Placed,Consulting,Business Analyst,8.51
F,B.Com,General Commerce,66.62,70.04,7.17,No,4.0,4.5,7.9,7.4,1,1,0,Placed,Finance,Financial Analyst,7.72
M,B.Com,General Commerce,70.02,68.05,7.92,No,5.5,3.3,5.6,8.6,0,2,0,Placed,Finance,Financial Analyst,4.93
F,MBA,Finance,67.25,82.72,7.62,No,2.9,5.9,9.4,5.4,0,2,1,Not Placed,Not Placed,None,
F,B.Tech,Computer Science,65.43,72.17,7.19,No,6.0,7.9,6.6,6.4,1,1,2,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,63.11,78.55,6.5,Yes,8.2,6.9,8.8,4.5,2,1,3,Placed,Tech,Software Engineer,12.84
F,B.Tech,Information Technology,74.68,70.09,6.2,Yes,7.5,7.8,6.3,7.2,3,1,0,Placed,Consulting,Business Analyst,9.9
M,B.Tech,Information Technology,83.11,80.56,6.14,No,5.0,3.5,6.5,5.0,2,1,0,Placed,Tech,Data Analyst,7.64
M,B.Tech,Information Technology,81.71,73.98,7.99,No,7.0,7.0,8.9,7.5,3,2,1,Placed,Tech,Software Engineer,13.54
F,MBA,Finance,57.43,70.13,6.88,No,3.5,7.5,5.6,6.3,0,0,0,Not Placed,Not Placed,None,
F,B.Tech,Computer Science,82.89,69.87,4.41,Yes,8.5,4.5,7.7,5.5,3,1,3,Placed,Tech,Software Engineer,12.75
M,B.Tech,Information Technology,66.82,60.46,8.03,Yes,6.5,7.8,6.2,6.0,1,1,1,Placed,Consulting,Business Analyst,9.8
M,B.Com,Accounting & Finance,76.01,75.07,7.45,No,2.8,6.3,7.1,7.9,0,0,1,Not Placed,Not Placed,None,
M,MCA,Computer Applications,60.94,69.6,9.12,Yes,6.9,10.0,6.5,6.8,1,0,2,Not Placed,Not Placed,None,
M,B.Com,Accounting & Finance,71.42,64.98,7.95,No,2.0,3.2,7.7,7.9,0,1,1,Not Placed,Not Placed,None,
M,B.Tech,Information Technology,73.14,81.06,5.73,No,7.3,8.6,8.5,9.3,2,1,3,Placed,Consulting,Strategy Consultant,11.08
M,BCA,Computer Applications,55.15,57.5,4.82,Yes,8.9,5.9,8.7,3.7,1,1,0,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,76.08,65.78,6.64,Yes,8.6,4.1,6.1,4.9,2,0,1,Not Placed,Not Placed,None,
F,B.Tech,Information Technology,83.46,80.28,6.75,No,7.1,5.7,5.0,4.9,3,1,0,Not Placed,Not Placed,None,
M,MBA,Marketing,68.25,73.16,8.63,No,4.2,6.9,6.0,7.1,1,1,1,Placed,Consulting,Operations Analyst,6.94
M,B.Tech,Information Technology,83.6,69.52,7.49,No,7.7,8.1,4.7,5.4,2,0,0,Placed,Tech,Software Engineer,12.04
M,BCA,Computer Applications,68.1,72.51,8.86,No,6.5,9.1,6.2,7.5,3,0,1,Placed,Consulting,Business Analyst,9.26
F,MCA,Computer Applications,78.5,71.79,5.91,No,9.4,8.6,6.0,5.6,1,0,2,Not Placed,Not Placed,None,
M,B.Tech,Information Technology,47.81,54.83,8.66,No,7.2,5.1,7.6,6.0,2,1,0,Placed,Tech,Web Developer,13.51
M,BBA,General Management,94.19,66.51,8.37,No,2.9,8.2,3.2,8.9,1,0,0,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,84.95,86.17,5.08,Yes,6.6,7.1,5.4,5.3,1,1,1,Not Placed,Not Placed,None,
F,B.Com,Accounting & Finance,67.15,63.41,9.09,Yes,4.1,5.5,7.5,8.2,1,1,1,Placed,Finance,Investment Banking Analyst,9.88
M,MBA,Business Analytics,50.28,66.82,7.61,No,6.4,6.2,5.2,8.0,0,1,0,Placed,Finance,Investment Banking Analyst,4.45
F,B.Sc,Mathematics,72.88,64.58,7.97,No,4.5,5.4,4.8,4.0,1,0,1,Placed,Consulting,Strategy Consultant,4.44
F,MBA,Business Analytics,55.56,69.13,6.46,No,2.9,6.6,8.0,6.8,2,0,0,Not Placed,Not Placed,None,
F,B.Tech,Information Technology,74.45,64.17,9.03,No,7.5,5.4,6.3,8.1,1,0,1,Not Placed,Not Placed,None,
F,MCA,Computer Applications,74.12,74.87,6.08,No,6.9,5.0,8.1,5.8,3,0,2,Not Placed,Not Placed,None,
M,B.Tech,Information Technology,60.59,71.97,8.5,No,5.7,7.2,7.4,3.3,2,2,3,Placed,Consulting,Business Analyst,8.61
M,B.Com,General Commerce,81.21,77.74,8.48,No,6.9,7.4,6.7,6.6,1,0,0,Placed,Consulting,Business Analyst,8.12
F,MBA,Business Analytics,78.06,59.49,6.33,No,2.9,6.2,7.9,7.8,0,1,1,Placed,Finance,Financial Analyst,8.93
M,B.Tech,Information Technology,79.76,66.6,9.88,No,7.3,8.6,3.7,7.8,4,0,2,Placed,Consulting,Operations Analyst,7.55
M,B.Com,Accounting & Finance,70.09,67.74,7.78,Yes,6.0,6.1,7.1,6.3,0,0,0,Placed,Consulting,Business Analyst,9.05
F,B.Tech,Computer Science,55.84,74.56,8.28,No,5.7,6.0,7.3,8.8,2,0,0,Placed,Consulting,Strategy Consultant,7.34
M,B.Sc,Computer Science,79.78,62.07,5.67,No,4.8,7.5,4.1,5.3,2,0,0,Not Placed,Not Placed,None,
M,BCA,Computer Applications,67.3,79.16,10.0,No,7.6,6.3,4.6,5.7,3,0,0,Placed,Tech,Data Analyst,14.36
M,MBA,Finance,56.1,81.86,6.03,No,4.5,6.6,6.4,6.4,0,0,0,Placed,Finance,Tax Consultant,5.93
M,B.Sc,Mathematics,83.52,60.11,8.73,No,1.8,2.7,7.0,7.9,1,0,1,Not Placed,Not Placed,None,
F,B.Tech,Information Technology,90.99,65.09,6.31,Yes,6.6,6.5,5.0,6.2,2,0,2,Not Placed,Not Placed,None,
M,B.Tech,Information Technology,69.59,64.68,6.76,No,7.9,3.8,5.6,7.2,3,0,1,Placed,Tech,Software Engineer,11.62
M,B.Tech,Information Technology,91.59,96.32,8.45,No,6.5,4.7,3.7,6.6,2,1,1,Placed,Tech,Data Analyst,12.23
M,B.Tech,Computer Science,70.91,65.7,8.73,No,9.3,4.5,8.6,6.4,1,1,1,Placed,Tech,Web Developer,16.74
F,B.Tech,Computer Science,66.2,86.78,5.97,No,6.6,4.9,4.6,5.1,2,1,1,Not Placed,Not Placed,None,
F,BBA,Marketing,63.7,57.33,8.81,Yes,3.9,5.7,7.3,6.3,0,1,1,Placed,Consulting,Operations Analyst,8.79
M,B.Sc,Mathematics,86.37,60.1,8.75,Yes,3.7,5.8,6.4,4.3,1,0,0,Placed,Consulting,Business Analyst,8.02
F,BCA,Computer Applications,62.2,63.13,6.37,No,5.1,7.5,8.4,7.1,4,2,2,Placed,Consulting,Operations Analyst,9.93
M,B.Tech,Computer Science,77.35,61.54,9.42,No,6.9,6.8,5.3,7.1,2,2,0,Placed,Tech,Data Analyst,14.79
F,BBA,Finance,64.41,67.32,5.75,No,1.0,3.6,7.8,8.6,0,0,1,Not Placed,Not Placed,None,
M,B.Com,General Commerce,65.4,62.91,6.75,No,2.2,6.6,4.0,6.1,2,0,1,Placed,Consulting,Operations Analyst,5.62
F,B.Tech,Computer Science,80.3,61.81,8.07,No,8.7,7.0,3.6,6.3,4,2,0,Placed,Tech,Data Analyst,16.12
M,B.Com,General Commerce,66.2,81.58,6.48,Yes,2.9,6.0,7.4,7.9,0,1,0,Placed,Finance,Risk Associate,8.57
M,BCA,Computer Applications,65.95,82.24,7.82,Yes,5.9,6.4,3.8,9.1,3,0,0,Placed,Consulting,Business Analyst,7.21
M,B.Tech,Electronics,81.33,79.49,7.79,No,6.9,6.8,6.2,6.4,2,0,1,Placed,Core Engineering,Graduate Engineer Trainee,5.12
F,BCA,Computer Applications,85.97,75.24,7.28,No,7.1,7.6,8.0,4.9,2,1,1,Placed,Consulting,Operations Analyst,9.66
M,BCA,Computer Applications,76.45,70.93,8.5,No,8.6,4.1,7.6,5.9,3,1,3,Placed,Tech,Software Engineer,15.39
F,B.Tech,Computer Science,63.45,65.03,7.23,No,6.1,6.1,5.5,4.5,1,0,1,Placed,Tech,Software Engineer,9.38
M,MBA,Business Analytics,64.89,60.47,7.78,No,3.9,8.8,6.5,7.7,1,0,2,Not Placed,Not Placed,None,
M,BBA,Finance,70.8,73.63,8.88,Yes,2.9,8.6,9.1,7.0,0,0,1,Not Placed,Not Placed,None,
M,B.Com,Accounting & Finance,73.21,58.26,8.45,No,5.7,7.8,7.7,6.8,1,1,2,Not Placed,Not Placed,None,
